Request,Politeness
"OK done. When do I get my money?",0
"Katy, good buddy. Is <url> your lost article?",1
"Hmmm, you are basically asking me to think positively despite evidence and knowing that over this issue none good faith on part of some users was showed in past, but ok, letxb4s see how it goes. The question then is: do you consider including the discussions with outside mediation participants that happend on those talk-pages (direktor, for exemple, has been very active and enthusiastic there lately) or only the in-mediation discussions are the ones that count?",0
"OK, maybe alcohol is depressing my injoke-comprehension circuits, but I can't fathom <url> edit summary at all. Care to explain?",0
"No problem. Have you heard anything new about HRE?",1
"Don't threaten me as that is not vandalism. What is wrong with a nude photo of Barack's mom?",0
"I have reverted your relocation of the images of this fragment - as I think it better if the images and transcripts can be seen side-by-side. Do you agree?",1
"Hey. I'm proposing a <url> - would you be interested in coming along?",1
"I have one last question about the SPI I filed et al. before I put this ugly chapter of my time here behind me; should the <url> sock not be tagged with <code><nowiki><person></nowiki></code>?",0
"You added partisan colours for the early Chancellors (such as a conservative blue colour for Bismarck); as the early Chancellors were not attached to any political party, and the party given is merely an approximate indication of their political leanings, I'm not sure if this is a good idea. Also, why did you remove the partisan colour from the last part of the table (the Republic)?",0
"Hi, I see that you added the etymology section of the <url> article. What does RatCE mean?",1
"Lionel, tell me the truth. How long have you known BelloMello was wMo?",0
"I'm not going to get involved in the content dispute. But I'm pleased to see you finally taking this seriously: its no longer ''all in good fun'', perhaps?",0
"Doing too many things at once? Not listening ?",0
"Hi Kathleen - It looks OK to me; all I did was change the template wording a bit and add parent cats to the stub category. What problem were you having?",1
"MONGO, today you speedied this article as a non notable character. Surely you know the non notable speedy criteria is for real people, not characters?",0
"Hi. Would you be interested in reviewing <url> for its GA nomination?",1
"Respectfully, you've replied to the message below mine a day ago now. Could you provide guidance for my request please?",1
"What a joke, this player has played league football all his career and some clown has now deleted it off, what kind of rules has this been deleted under then? May be deleted seems a bit of a poor excuse to me personally, fancy giving me some information as to why this has been deleted then guys?",0
"Thanks. Do you happen to know if the postcard was origianlly published in Japan?",1
"I've made some improvements to <url>, keeping in mind your previous comments about the article. Since you gave its grade before, would you like to see it if it could be reassessed?",1
"Not too sure now you come to mention it. Do i need to annihilate it?",0
"I seem to have adopted this article, since country music and dance are interests of mine. Can you recommend an easy to use bot that would help me in keeping those unwanted links out of the article?",1
"Made a bunch of changes to the <url> article. What do you think?",1
"Thanks for the edit. Do you have any informaytion on <url> and artists associated with <url>?",1
"I note you reverted my edit on <url>, quoting consensus. What consensus?",0
"Mel, is the above comment from you? If not, could you please respond?",1
"Due to certain Edits the page alignment has changed. Could you please help?",1
"OK then. What's your problem with putting this in the lead : is one of the <url> counties of the <url> and ?",0
